"Conc","timestamp","Bosch1","Bosch2","SGP30","Winzen1","Winzen2","Temperature","Humidity","absolute_Humidity","Bosch1_ppm","Bosch2_ppm"
0.188513,"2021-02-04 18:04:00",116.7555,64.489,152.9,18.05,143,28.329,8.3685,2.31825159320451,1299.8177386106,1272.502293736
0.18668,"2021-02-04 18:07:00",116.156,64.134,146.3,9,118.9,28.678,8.19,2.31264442088981,1309.27964690638,1282.42936787792
0.18236,"2021-02-04 18:08:00",116.6345,64.3855,141.6,8.8,120,28.585,8.196,2.3025767485106,1309.59442335787,1282.99063224429
0.179876,"2021-02-04 18:08:00",116.6345,64.3855,141.6,8.8,120,28.585,8.196,2.3025767485106,1309.59442335787,1282.99063224429
0.177751,"2021-02-04 18:09:00",117.344,64.651,138.45,9.35,122,28.4305,8.2325,2.29331837223053,1307.04980258743,1282.88295878968
0.1758,"2021-02-04 18:12:00",117.8405,65.1165,136.55,8.85,133.4,28.1995,8.3615,2.29989108951701,1298.19461107651,1270.33754600263
0.173221,"2021-02-04 18:12:00",117.8405,65.1165,136.55,8.85,133.4,28.1995,8.3615,2.29989108951701,1298.19461107651,1270.33754600263
0.170157,"2021-02-04 18:13:00",117.611,65.029,134.9,11.5,116.8,28.4625,8.2715,2.30823141762378,1296.10661719026,1267.49355510977
0.168969,"2021-02-04 18:14:00",117.422,64.8285,133.7,14.8,107.1,28.6415,8.1955,2.30957536921912,1297.38938165783,1270.62596660382
0.166364,"2021-02-04 18:16:00",117.543,64.798,128.25,16,104.4,28.669,8.1415,2.29781635042796,1302.48248786658,1277.59472721128
0.164113,"2021-02-04 18:17:00",117.872,64.9315,126.3,14.6,106.7,28.5445,8.1655,2.28892109939558,1303.83701578226,1279.8704257325
0.160795,"2021-02-04 18:18:00",118.339,65.189,121.55,12.7,110.4,28.38,8.2055,2.27947073865182,1304.06600330512,1280.09469082657
0.159713,"2021-02-04 18:19:00",118.791,65.273,118.65,11.15,112.9,28.1725,8.261,2.26887774548078,1305.12312875141,1284.3074763066
0.158298,"2021-02-04 18:21:00",118.689,65.6005,123.45,14.15,118.5,28.283,8.296,2.29236874374358,1293.32147235356,1265.17599101143
0.157095,"2021-02-04 18:22:00",118.3015,65.4365,125.4,17.5,102.4,28.5315,8.207,2.29891512429076,1293.84462047537,1264.74030778869
0.156529,"2021-02-04 18:23:00",118.0985,65.259,122.8,18,95.9,28.6735,8.136,2.29683007680137,1297.12563328468,1269.26983374899
0.154276,"2021-02-04 18:24:00",118.074,65.184,119.05,18,95.4,28.6945,8.108,2.29155946365704,1300.25669078726,1273.57895651705
0.152751,"2021-02-04 18:26:00",118.7675,65.522,112.95,17.95,100,28.467,8.1585,2.2772598972403,1300.76094028704,1274.93861834193
0.150607,"2021-02-04 18:27:00",119.092,65.7235,110.95,16.2,104.3,28.285,8.203,2.26691981829038,1303.03896000031,1276.78903718262
0.148862,"2021-02-04 18:28:00",119.708,65.8595,108.9,14.95,106.4,28.111,8.264,2.2620386652649,1299.28444806389,1276.89952943769
0.148515,"2021-02-04 18:29:00",119.5305,66.17,112.05,17,114.5,28.1985,8.281,2.27762378446069,1292.55650605756,1262.43736478591
0.144589,"2021-02-04 18:31:00",118.9845,65.6975,113.7,18,93.6,28.6775,8.115,2.29140361052505,1290.73960098693,1263.85543296965
0.142763,"2021-02-04 18:32:00",118.7245,65.6345,111.25,18,90.2,28.7105,8.084,2.28677895624193,1295.99941546548,1267.5800614018
0.141609,"2021-02-04 18:33:00",119.071,65.655,108.35,18,91.5,28.638,8.087,2.27856202849291,1296.8562061105,1271.68933187696
0.140998,"2021-02-04 18:34:00",119.4125,65.906,105.75,18,94,28.503,8.122,2.27155253584162,1297.12756709059,1270.77095117365
0.138463,"2021-02-04 18:36:00",120.571,66.644,100.75,18,100.1,28.128,8.2215,2.25251060036899,1295.58158238828,1267.37417868873
0.138171,"2021-02-04 18:37:00",120.5975,66.7095,102.25,18,108,28.143,8.2625,2.26561183885745,1288.05758637089,1258.8969475001
0.137187,"2021-02-04 18:38:00",120.2885,66.5555,106.7,18,100.8,28.3535,8.207,2.27657314095422,1285.23143181434,1255.75286192012
0.135878,"2021-02-04 18:38:00",120.2885,66.5555,106.7,18,100.8,28.3535,8.207,2.27657314095422,1285.23143181434,1255.75286192012
0.136154,"2021-02-04 18:41:00",120.236,66.589,100.1,18,88.2,28.5335,8.0965,2.26821097272803,1290.37699045263,1259.72372223631
0.135021,"2021-02-04 18:42:00",120.5835,66.544,98.45,18,91.6,28.424,8.122,2.26172968478493,1290.34643332524,1264.14566093424
0.134648,"2021-02-04 18:42:00",120.5835,66.544,98.45,18,91.6,28.424,8.122,2.26172968478493,1290.34643332524,1264.14566093424
0.132206,"2021-02-04 18:43:00",120.887,66.6075,95.8,18,94.1,28.2665,8.166,2.25440247173144,1291.26036244441,1267.00954646215
0.133849,"2021-02-04 18:46:00",120.822,66.989,100.85,18,92.3,28.4825,8.149,2.27654289055967,1279.71633645948,1247.65417069938
0.132585,"2021-02-04 18:46:00",120.822,66.989,100.85,18,92.3,28.4825,8.149,2.27654289055967,1279.71633645948,1247.65417069938
0.131827,"2021-02-04 18:47:00",120.4375,66.7625,100.55,18,82.4,28.646,8.0765,2.27660110819193,1283.66867327451,1251.85580650441
0.131557,"2021-02-04 18:48:00",120.482,66.5625,100,18,82.1,28.6855,8.0445,2.27249219738709,1285.46499466007,1257.86413759868
0.129935,"2021-02-04 18:51:00",121.3395,67.0495,93.7,18,93,28.308,8.1295,2.24944784660656,1289.34035879103,1261.49230297834
